1,0.0795677
2,0.0795677
3,0.0795677
4,0.078275
5,0.078275
6,0.078275
7,0.0772427
8,0.0772427
9,0.0772427
10,0.0725927
11,0.0725927
12,0.0725927
13,0.0702677
14,0.0702677
15,0.0702677
16,0.0682
17,0.0682
18,0.0682
19,0.0663927
20,0.0663927
21,0.0663927
22,0.0663927
23,0.0663927
24,0.0663927
25,0.0661323
26,0.0661323
27,0.0661323
28,0.05983
29,0.05983
30,0.05983
31,0.0558527
32,0.0558527
33,0.0558527
34,0.0598827
35,0.0598827
36,0.0598827
37,0.0608623
38,0.0608623
39,0.0608623
40,0.0563673
41,0.0563673
42,0.0563673
43,0.05549
44,0.05549
45,0.05549
46,0.0583327
47,0.0583327
48,0.0583327
49,0.0594673
50,0.0594673
51,0.0594673
52,0.050995
53,0.050995
54,0.050995
55,0.0530627
56,0.0530627
57,0.0530627
58,0.052855
59,0.052855
60,0.052855
61,0.0540423
62,0.0540423
63,0.0540423
64,0.0566773
65,0.0566773
66,0.0566773
67,0.0586923
68,0.0586923
69,0.0586923
70,0.0588473
71,0.0588473
72,0.0588473
73,0.0621023
74,0.0621023
75,0.0621023
76,0.06417
77,0.06417
78,0.06417
79,0.0626727
80,0.0626727
81,0.0626727
82,0.0644273
83,0.0644273
84,0.0644273
85,0.0600377
86,0.0600377
87,0.0600377
88,0.059365
89,0.059365
90,0.059365
91,0.0553877
92,0.0553877
93,0.0553877
94,0.0574027
95,0.0574027
96,0.0574027
97,0.0579173
98,0.0579173
99,0.0579173
100,0.063395
101,0.063395
102,0.063395
103,0.0615877
104,0.0615877
105,0.0615877
106,0.064635
107,0.064635
108,0.064635
109,0.0814773
110,0.0814773
111,0.0814773
112,0.0907277
113,0.0907277
114,0.0907277
115,0.0898473
116,0.0898473
117,0.0898473
118,0.0921723
119,0.0921723
120,0.0921723
121,0.0901573
122,0.0901573
123,0.0901573
124,0.0890227
125,0.0890227
126,0.0890227
127,0.08835
128,0.08835
129,0.08835
130,0.0869023
131,0.0869023
132,0.0869023
133,0.0846827
134,0.0846827
135,0.0846827
136,0.0845773
137,0.0845773
138,0.0845773
139,0.0824073
140,0.0824073
141,0.0824073
142,0.074865
143,0.074865
144,0.074865
145,0.0712473
146,0.0712473
147,0.0712473
148,0.0689223
149,0.0689223
150,0.0689223
151,0.0673227
152,0.0673227
153,0.0673227
154,0.0645327
155,0.0645327
156,0.0645327
157,0.0663927
158,0.0663927
159,0.0663927
160,0.0618977
161,0.0618977
162,0.0618977
163,0.0619473
164,0.0619473
165,0.0619473
166,0.060605
167,0.060605
168,0.060605
169,0.06045
170,0.06045
171,0.06045
172,0.0619473
173,0.0619473
174,0.0619473
175,0.06076
176,0.06076
177,0.06076
178,0.0586427
179,0.0586427
180,0.0586427
181,0.0611227
182,0.0611227
183,0.0611227
184,0.0610173
185,0.0610173
186,0.0610173
187,0.0637577
188,0.0637577
189,0.0637577
190,0.0661323
191,0.0661323
192,0.0661323
193,0.070525
194,0.070525
195,0.070525
196,0.0630323
197,0.0630323
198,0.0630323
199,0.0653573
200,0.0653573
201,0.0653573
202,0.0682
203,0.0682
204,0.0682
205,0.0701127
206,0.0701127
207,0.0701127
208,0.0684573
209,0.0684573
210,0.0684573
211,0.0694927
212,0.0694927
213,0.0694927
214,0.0725927
215,0.0725927
216,0.0725927
217,0.0723323
218,0.0723323
219,0.0723323
220,0.0723323
221,0.0723323
222,0.0723323
223,0.0718177
224,0.0718177
225,0.0718177
226,0.067425
227,0.067425
228,0.067425
229,0.0694927
230,0.0694927
231,0.0694927
232,0.0684573
233,0.0684573
234,0.0684573
235,0.0671677
236,0.0671677
237,0.0671677
238,0.0671677
239,0.0671677
240,0.0671677
241,0.0687673
242,0.0687673
243,0.0687673
244,0.0698027
245,0.0698027
246,0.0698027
247,0.06789
248,0.06789
249,0.06789
250,0.070215
251,0.070215
252,0.070215
253,0.0818927
254,0.0818927
255,0.0818927
256,0.0951173
257,0.0951173
258,0.0951173
259,0.0983227
260,0.0983227
261,0.0983227
262,0.0983723
263,0.0983723
264,0.0983723
265,0.0953777
266,0.0953777
267,0.0953777
